stake1ux9au4nkjdtcdn6q62y89d6s768rtadl89g4w42fwdzjefqs0tcq4,UrsaCrater405 UrsaCrater441 UrsaCrater469 UrsaCrater464 UrsaCrater451 UrsaCrater419 Aquapolis22 UrsaCrater726 UrsaCrater468 UrsaCrater452 Aquapolis396 MagnumMaximus865 UrsaCrater423 continent1129 continent1287 continent1301 continent1367 continent1472 continent1697 continent1858 continent2123 continent2198 continent2393 continent274 continent784 floatingContinent902,2022-12-14T15:07:58.208624
stake1uysh4fl0wca9u5zl227ssnexh8tud37svzw7zn2ke4hu7ds2t036s,AuroraAmor1320 AuroraAmor1392 AuroraAmor1448 UrsaCrater416 continent992,2022-12-14T15:07:58.208627
stake1ux354xzqjw0amyq26y89kjtl4cnm4rxwyuuzpwdhemjsvksjuncte,Aquapolis178 Aquapolis91 MagnumMaximus1101 continent1510 continent1977 continent891 continent1580 continent2154 continent2477 continent28,2022-12-14T15:07:58.208631
stake1u9tcsetussaajkskl88l7c594l7que0eqg2uanw4vc3jengf32z6r,Aquapolis45 Aquapolis68 AuroraAmor1381 continent1400 continent1574 continent2476 continent382,2022-12-14T15:07:58.208635
stake1uxmvn6qv64znhtak8cz4n84a6a78tqq03suufwrl2mg5jyg2zlfg0,AuroraAmor1338 UrsaCrater702 AuroraAmor1346 Aquapolis134 MagnumMaximus1017 continent1133 continent546,2022-12-14T15:07:58.208638
stake1uxwarkk4fzd7uctxp9u9errppvqapj5qgc9dyylsjnqr59g5un7jk,AuroraAmor1374 AuroraAmor1362 AuroraAmor1432 AuroraAmor1325 AuroraAmor1388 continent1084 continent1531 continent2106 continent384 continent911 continent2386 continent1233 continent1278 continent1577 continent1925 continent2202 continent2381 continent2479 continent39 continent399 continent611 continent647 continent75 floatingContinent823,2022-12-14T15:07:58.208642
stake1uy7drqz0alt72n5wkqzsudw4h0xtddjwt2vmxu2errn6zeq8w5khc,MagnumMaximus974 AuroraAmor1375 UrsaCrater577 Aquapolis137 MagnumMaximus991 UrsaCrater761 Aquapolis364 MagnumMaximus1161 UrsaCrater680 Aquapolis81 MagnumMaximus1159,2022-12-14T15:07:58.208646
stake1uyxg698kkr0f8r0cy52gc4jzxgh62wkx8hulzprpkwx70ec09lskj,UrsaCrater614 MagnumMaximus807 UrsaCrater630 Aquapolis64 Aquapolis211 Aquapolis222 MagnumMaximus986 AuroraAmor1509 MagnumMaximus1026 UrsaCrater649 AuroraAmor1437 Aquapolis300 Aquapolis224 UrsaCrater721 Aquapolis209 MagnumMaximus1090 UrsaCrater800 UrsaCrater402 UrsaCrater476 MagnumMaximus1084 MagnumMaximus1195 Aquapolis274 Aquapolis371 Aquapolis285 AuroraAmor1429 AuroraAmor1548 AuroraAmor1526 UrsaCrater773 UrsaCrater615 Aquapolis389 AuroraAmor1556 UrsaCrater511 UrsaCrater628 MagnumMaximus990 Aquapolis382 Aquapolis205 Aquapolis278 AuroraAmor1468 Aquapolis333 Aquapolis297 Aquapolis350 MagnumMaximus987 Aquapolis344 UrsaCrater745 UrsaCrater757 Aquapolis36 MagnumMaximus984 Aquapolis155 Aquapolis395 UrsaCrater694 Aquapolis80,2022-12-14T15:07:58.208650
stake1uyft8sdrn7q9ldnqswazum9pww0rdr8mlw29tvdg2r6cccgwee42h,UrsaCrater728 AuroraAmor1539 Aquapolis73 AuroraAmor1555 MagnumMaximus1102 UrsaCrater771 Aquapolis6 AuroraAmor1490 UrsaCrater730 AuroraAmor1318 UrsaCrater449 AuroraAmor1424 Aquapolis375 MagnumMaximus1056 Aquapolis19 AuroraAmor1508 UrsaCrater639 AuroraAmor1387 AuroraAmor1396 UrsaCrater587 UrsaCrater579 MagnumMaximus1129 Aquapolis164 Aquapolis13 Aquapolis72 AuroraAmor1311 Aquapolis355 UrsaCrater538 continent1259 continent1404 continent1852 continent1872 continent2468 continent378 continent504 continent539 continent545 continent575 continent644 continent977 continent1408 continent1607 continent1359 continent1825 continent1903 continent1904 continent1905 continent2024 continent2166 continent2316 continent260 continent556 continent654 continent763 continent950 floatingContinent47 floatingContinent140,2022-12-14T15:07:58.208655
stake1uyj5yrw7zjv6tqktuhgzsfuergaeqder9r9a92y0kjkt8kgfls9wg,Aquapolis192 Aquapolis59 AuroraAmor1552 MagnumMaximus839 MagnumMaximus1049 AuroraAmor1477 MagnumMaximus899 UrsaCrater707 UrsaCrater573 AuroraAmor1383 UrsaCrater776 UrsaCrater497,2022-12-14T15:07:58.208658
stake1uyq0d9ls8reu44sd9rd8vu3kt7ve2sa4vq5vrypp5dzgnfcpe0wkf,UrsaCrater606 MagnumMaximus1108 UrsaCrater701 AuroraAmor1216 UrsaCrater505 UrsaCrater799 AuroraAmor1255 continent1312 continent1579 continent1626 continent1846 continent391 continent479 continent613 continent701 continent139 continent323 continent563,2022-12-14T15:07:58.208662
stake1uygkux35wxnhj6jkkss3ye584h6p4z5j0su0sjmwpckj0mskvycnd,Aquapolis380 UrsaCrater444,2022-12-14T15:07:58.208666
stake1uxh6yar936h5cynmmrt5q4wsu8yy4dqcag7q5ztd9g6tgycrcr8gs,UrsaCrater667 AuroraAmor1343,2022-12-14T15:07:58.208670
stake1uxpslkjrp386xvruqnjf4qdctlcw08v0upezpn4zvr78c0ghr2xcv,Aquapolis320 Aquapolis93 AuroraAmor1260 MagnumMaximus1165 Aquapolis10 AuroraAmor1496 MagnumMaximus1081 continent1248 continent1269 continent1689 continent1745 continent1800 continent1967 continent2041 continent2091 continent2302 continent2447 continent694 continent837 floatingContinent1260,2022-12-14T15:07:58.208673
stake1u9zw92mdzamclmqxa5s6l0lyklc0rrcs2yd85ud6uauw56gm0sph4,MagnumMaximus1151 MagnumMaximus885 continent1002 continent1357 continent386,2022-12-14T15:07:58.208677
stake1uxmhttdj4qm25s6s45kqjv25l2duva7vjk8h5h88l0kknnsrpmrgt,UrsaCrater671,2022-12-14T15:07:58.208680
stake1uxpkmr609y7dwww3zkgaqaa70vzn0l369knvuc9se6zl9rqdkxexf,AuroraAmor1515 AuroraAmor1292 MagnumMaximus1112 Aquapolis195 UrsaCrater532 Aquapolis201 AuroraAmor1538 MagnumMaximus1166 MagnumMaximus971 MagnumMaximus1030 AuroraAmor1293 UrsaCrater644 MagnumMaximus918 AuroraAmor1430 Aquapolis227 AuroraAmor1472 Aquapolis259 MagnumMaximus1047 Aquapolis360 MagnumMaximus908 AuroraAmor1549 UrsaCrater539 continent1364 continent1399 continent1429 continent1443 continent1676 continent1699 continent1962 continent2006 continent2086 continent2436 continent622 continent954 floatingContinent712,2022-12-14T15:07:58.208684
stake1u93zyaa56dp5cgqn9s25a5k7nsvp2pzn8gl80v6myp749pgnu7xdy,UrsaCrater414 AuroraAmor1282 UrsaCrater562 continent2032 continent981 continent1715 continent1997 continent449 continent880 continent1322 continent1770,2022-12-14T15:07:58.208688
stake1uxfl6w3t207z5cmt78h6uvysksc4kescg6jfmjxx0x7m3nsj9cgvl,UrsaCrater588,2022-12-14T15:07:58.208690
stake1u9t0rgzu4r0y905md2u32haz3uvdkpxzgw2d8k5uvzucltsdlc26f,MagnumMaximus888 MagnumMaximus822 MagnumMaximus841 MagnumMaximus1099 MagnumMaximus838 continent175 continent2269 continent296,2022-12-14T15:07:58.208693
stake1uyh5h2wr3e22hzhcaygk8v7etngtgdtrh2lv6gtlc2tgtmckf55d6,AuroraAmor1264 AuroraAmor1409 MagnumMaximus1001 AuroraAmor1272 AuroraAmor1244 AuroraAmor1252 continent2310 continent2462 continent730,2022-12-14T15:07:58.208697
stake1uy5qy8cfv9qu3u2m5m73mm8k7dl629shd0ln2jctktkmyqq40pket,Aquapolis138 MagnumMaximus836 continent1010 continent1167 continent1222 continent1430 continent1622 continent1677 continent1814 continent1860 continent194 continent259 continent360 continent560 continent662 continent771 continent91 floatingContinent467,2022-12-14T15:07:58.208701
stake1u8fq3rujdn4d9kque74zuenpwwvegff8kzc6f0yy4yw702camgjve,AuroraAmor1505 Aquapolis280 Aquapolis29 UrsaCrater781 continent1075 continent2279 continent2338 continent2480,2022-12-14T15:07:58.208704
